,订单id,订单创建时间,订单关闭时间,订单取消时间,用户id,支付状态,物流状态,订单处理时间,实际付款金额,物流价格,扣后价格,总折扣,总售价
10457,406812562941,2017-04-14,2017-04-16,,221087438333,paid,fulfilled,2017-04-14,35.0,7.00,28.0,10.0,38.0
10458,406931903997,2017-04-14,2017-04-19,,462035490301,partially_refunded,fulfilled,2017-04-14,30.71,7.00,22.0,10.0,32.0
10459,406950385149,2017-04-14,2017-04-19,,8689199455,paid,fulfilled,2017-04-14,29.0,7.00,22.0,10.0,32.0
10460,406972569085,2017-04-14,2017-04-16,,8689770911,paid,fulfilled,2017-04-14,22.0,7.00,15.0,10.0,25.0
10461,406978991613,2017-04-14,2017-04-16,,8758620895,paid,fulfilled,2017-04-14,28.55,7.00,20.0,5.0,25.0
10462,407007073789,2017-04-14,2017-04-16,,8688688863,paid,fulfilled,2017-04-14,26.4,7.00,18.0,10.0,28.0
10463,407097349629,2017-04-15,2017-04-16,,425425376765,paid,fulfilled,2017-04-15,127.2,0.00,127.2,31.8,159.0
10464,407111964157,2017-04-15,2017-04-16,,417551816189,paid,fulfilled,2017-04-15,16.0,7.00,9.0,10.0,19.0
10465,407113012733,2017-04-15,2017-04-16,,462236685821,refunded,fulfilled,2017-04-15,35.0,7.00,28.0,10.0,38.0
10466,407127463421,2017-04-15,2017-04-16,,8693496415,paid,fulfilled,2017-04-15,59.0,7.00,52.0,10.0,62.0
10467,407139718653,2017-04-15,2017-04-16,,230333847037,paid,fulfilled,2017-04-15,28.55,7.00,20.0,5.0,25.0
10468,407197980157,2017-04-15,2017-04-16,,237022811645,paid,fulfilled,2017-04-15,22.0,7.00,15.0,10.0,25.0
10469,407148402173,2017-04-15,,,8688130079,refunded,partial,2017-04-15,127.2,0.00,127.2,31.8,159.0
10470,407156430333,2017-04-15,2017-04-16,,462293177853,partially_refunded,fulfilled,2017-04-15,53.8,7.00,46.8,5.2,52.0
10471,407163606525,2017-04-15,2017-04-16,,462300943869,paid,fulfilled,2017-04-15,53.8,7.00,46.8,5.2,52.0
10472,407186281981,2017-04-15,2017-04-16,,422000268797,paid,fulfilled,2017-04-15,69.5,7.00,58.0,10.0,68.0
10473,407195915773,2017-04-15,2017-04-16,,8691424479,paid,fulfilled,2017-04-15,49.0,7.00,42.0,10.0,52.0
10474,407199618557,2017-04-15,2017-04-16,,462349997565,paid,fulfilled,2017-04-15,23.16,7.00,15.0,10.0,25.0
10475,407204369917,2017-04-15,2017-04-19,,8689752543,paid,fulfilled,2017-04-15,37.17,7.00,28.0,0.0,28.0
10476,407204402685,2017-04-15,2017-04-25,,414581724669,paid,fulfilled,2017-04-15,76.4,15.00,61.4,10.0,71.4
10477,407206008317,2017-04-15,2017-04-16,,237022811645,paid,fulfilled,2017-04-15,11.0,7.00,4.0,15.0,19.0
10478,407211054589,2017-04-15,2017-04-16,,456253773309,paid,fulfilled,2017-04-15,23.16,7.00,15.0,10.0,25.0
10479,407269414397,2017-04-15,2017-04-16,,217174054397,paid,fulfilled,2017-04-15,35.0,7.00,28.0,10.0,38.0
10480,407288845821,2017-04-15,2017-04-18,,425607599613,paid,fulfilled,2017-04-15,49.2,15.00,34.2,3.8,38.0
10481,407290058237,2017-04-15,2017-04-16,,427020916221,paid,fulfilled,2017-04-15,16.7,7.00,9.0,10.0,19.0
10482,407314601469,2017-04-15,2017-04-16,,8691544415,paid,fulfilled,2017-04-15,21.01,7.00,13.0,15.0,28.0
10483,407373354493,2017-04-15,2017-05-08,,461637293565,paid,fulfilled,2017-04-15,40.0,7.00,33.0,5.0,38.0
10484,407415625213,2017-04-15,2017-04-25,,259244332541,paid,fulfilled,2017-04-15,37.6,7.00,30.6,10.0,40.6
10485,407442068989,2017-04-15,2017-04-25,,435856578045,paid,fulfilled,2017-04-15,59.0,7.00,52.0,10.0,62.0
10486,407491352061,2017-04-15,2017-04-16,,8721573279,partially_refunded,fulfilled,2017-04-15,101.0,0.00,101.0,10.0,111.0
10487,407512028669,2017-04-15,2017-04-18,,233373046269,paid,fulfilled,2017-04-15,60.6,15.00,45.6,11.4,57.0
10488,407573435901,2017-04-15,2017-04-19,,462762186237,partially_refunded,fulfilled,2017-04-15,16.0,7.00,9.0,10.0,19.0
10489,407630616061,2017-04-15,2017-04-16,,462833358333,paid,fulfilled,2017-04-15,16.0,7.00,9.0,10.0,19.0
10490,407635432957,2017-04-15,2017-04-16,,8714350239,paid,fulfilled,2017-04-15,16.0,7.00,9.0,10.0,19.0
10491,407638251005,2017-04-15,2017-04-16,,462844335613,partially_refunded,fulfilled,2017-04-15,55.0,7.00,48.0,0.0,48.0
10492,407666759165,2017-04-15,2017-04-16,,8693167327,partially_refunded,fulfilled,2017-04-15,214.42,0.00,199.0,15.0,214.0
10493,769316460029,2017-11-09,2017-11-13,,422919673341,paid,fulfilled,2017-11-09,0.0,0.00,0.0,62.0,62.0
10494,407704737277,2017-04-15,2017-04-18,,229987390973,paid,fulfilled,2017-04-15,35.0,7.00,28.0,10.0,38.0
10495,407723218429,2017-04-15,2017-04-18,,229477127677,paid,fulfilled,2017-04-15,77.0,15.00,62.0,10.0,72.0
10496,407741470205,2017-04-15,2017-04-16,,428754900477,paid,fulfilled,2017-04-15,44.6,7.00,37.6,10.0,47.6
10497,407744845309,2017-04-15,2017-04-19,,229523953149,partially_refunded,fulfilled,2017-04-15,102.6,0.00,102.6,11.4,114.0
10498,407758706173,2017-04-15,2017-04-16,,8714095839,paid,fulfilled,2017-04-15,23.16,7.00,15.0,10.0,25.0
10499,407762834941,2017-04-15,2017-04-17,,8792650911,paid,fulfilled,2017-04-15,49.0,7.00,42.0,10.0,52.0
10500,407769290237,2017-04-15,2017-04-16,,462999262717,paid,fulfilled,2017-04-15,31.24,7.00,22.5,2.5,25.0
10501,407771846141,2017-04-15,2017-04-16,,8708302303,partially_refunded,fulfilled,2017-04-15,35.0,7.00,28.0,10.0,38.0
10502,407780103677,2017-04-15,,,437629982205,refunded,partial,2017-04-15,102.0,0.00,102.0,10.0,112.0
10503,407787771389,2017-04-15,2017-04-16,,463020955133,paid,fulfilled,2017-04-15,52.3,7.00,45.3,10.0,55.3
10504,407789245949,2017-04-15,2017-04-16,,462880937469,paid,fulfilled,2017-04-15,41.2,7.00,34.2,3.8,38.0
10505,407789475325,2017-04-15,2017-04-16,,8688843103,partially_refunded,fulfilled,2017-04-15,67.8,7.00,60.8,15.2,76.0
10506,407801894397,2017-04-15,2017-04-16,,463039698429,paid,fulfilled,2017-04-15,16.0,7.00,9.0,10.0,19.0
10507,407814313469,2017-04-15,2017-04-16,,463055132157,paid,fulfilled,2017-04-15,132.86,0.00,123.3,13.7,137.0
10508,407815624189,2017-04-15,2017-04-16,,8688940639,paid,fulfilled,2017-04-15,25.0,7.00,18.0,10.0,28.0
10509,407815820797,2017-04-15,2017-04-16,,259626735101,paid,fulfilled,2017-04-15,69.5,7.00,58.0,10.0,68.0
10510,407817688573,2017-04-15,2017-04-16,,8698244319,paid,fulfilled,2017-04-15,22.0,7.00,15.0,10.0,25.0
10511,407820965373,2017-04-15,2017-04-19,,8693185247,paid,fulfilled,2017-04-15,16.0,7.00,9.0,10.0,19.0
10512,407849768445,2017-04-16,2017-04-19,,463096518141,paid,fulfilled,2017-04-16,32.0,7.00,25.0,10.0,35.0
10513,407854061053,2017-04-16,2017-04-16,,463102809597,paid,fulfilled,2017-04-16,22.0,7.00,15.0,10.0,25.0
10514,407866512893,2017-04-16,2017-04-16,,8729797023,paid,fulfilled,2017-04-16,35.0,7.00,28.0,10.0,38.0
10515,407871198717,2017-04-16,2017-04-16,,8808426335,paid,fulfilled,2017-04-16,16.0,7.00,9.0,10.0,19.0
10516,407872607741,2017-04-16,2017-04-16,,425503495677,partially_refunded,fulfilled,2017-04-16,78.12,7.00,66.0,10.0,76.0
10517,407876834813,2017-04-16,2017-04-16,,434290333181,paid,fulfilled,2017-04-16,22.0,7.00,15.0,10.0,25.0
10518,407877817853,2017-04-16,2017-04-16,,8690966559,paid,fulfilled,2017-04-16,102.47,7.00,88.6,10.0,98.6
10519,407880275453,2017-04-16,2017-04-16,,463132136957,paid,fulfilled,2017-04-16,50.33,15.85,32.0,0.0,32.0
10520,407882536445,2017-04-16,2017-04-16,,461501732349,paid,fulfilled,2017-04-16,35.0,7.00,28.0,10.0,38.0
10521,407883912701,2017-04-16,2017-04-16,,8710391647,paid,fulfilled,2017-04-16,126.4,0.00,126.4,31.6,158.0
10522,407891318269,2017-04-16,2017-04-16,,232697075197,paid,fulfilled,2017-04-16,16.7,7.00,9.0,10.0,19.0
10523,407909897725,2017-04-16,2017-04-16,,429491361277,paid,fulfilled,2017-04-16,59.0,7.00,52.0,10.0,62.0
10524,407924282877,2017-04-16,2017-04-19,,463186073085,paid,fulfilled,2017-04-16,35.0,7.00,28.0,10.0,38.0
10525,407928903165,2017-04-16,2017-04-16,,463192266237,paid,fulfilled,2017-04-16,47.95,7.00,38.0,0.0,38.0
10526,407930377725,2017-04-16,2017-04-16,,243867686397,paid,fulfilled,2017-04-16,77.0,7.00,70.0,10.0,80.0
10527,407940732413,2017-04-16,2017-04-16,,428749493757,paid,fulfilled,2017-04-16,22.0,7.00,15.0,10.0,25.0
10528,407943484925,2017-04-16,2017-04-25,,8689045215,paid,fulfilled,2017-04-16,16.0,7.00,9.0,10.0,19.0
10529,407943583229,2017-04-16,2017-04-16,,463198524925,paid,fulfilled,2017-04-16,52.3,7.00,45.3,10.0,55.3
10530,407945254397,2017-04-16,2017-04-16,,463208191485,paid,fulfilled,2017-04-16,22.0,7.00,15.0,10.0,25.0
10531,407948170749,2017-04-16,2017-04-16,,461597152765,paid,fulfilled,2017-04-16,63.03,7.00,52.0,10.0,62.0
10532,407963670013,2017-04-16,2017-04-16,,463236404733,partially_refunded,fulfilled,2017-04-16,33.4,7.00,26.4,10.0,36.4
10533,407965701629,2017-04-16,2017-04-17,,8918600479,paid,fulfilled,2017-04-16,112.06,0.00,104.0,26.0,130.0
10534,407967307261,2017-04-16,2017-04-16,,414456780285,paid,fulfilled,2017-04-16,28.5,7.00,21.5,10.0,31.5
10535,407968257533,2017-04-16,2017-04-16,,8689047327,paid,fulfilled,2017-04-16,19.0,7.00,12.0,50.0,62.0
10536,407971862013,2017-04-16,2017-04-16,,234025883133,partially_refunded,fulfilled,2017-04-16,67.34,7.00,56.0,14.0,70.0
10537,407975564797,2017-04-16,2017-04-16,,259612382717,paid,fulfilled,2017-04-16,152.25,0.00,141.3,15.7,157.0
10538,407975597565,2017-04-16,2017-04-16,,413827307005,paid,fulfilled,2017-04-16,16.7,7.00,9.0,10.0,19.0
10539,407977334269,2017-04-16,2017-04-17,,432792245757,paid,fulfilled,2017-04-16,37.17,7.00,28.0,10.0,38.0
10540,407977694717,2017-04-16,2017-04-16,,426285766141,paid,fulfilled,2017-04-16,16.0,7.00,9.0,10.0,19.0
10541,407978644989,2017-04-16,2017-04-16,,417216501245,paid,fulfilled,2017-04-16,23.16,7.00,15.0,10.0,25.0
10542,407985427965,2017-04-16,2017-04-16,,463263340029,paid,fulfilled,2017-04-16,83.0,7.00,76.0,0.0,76.0
10543,407989687805,2017-04-16,2017-04-16,,414319744509,paid,fulfilled,2017-04-16,22.6,7.00,15.0,10.0,25.0
10544,408000763389,2017-04-16,2017-04-19,,463277987325,paid,fulfilled,2017-04-16,238.5,0.00,238.5,26.5,265.0
10545,408005744125,2017-04-16,2017-04-16,,463267501565,paid,fulfilled,2017-04-16,37.17,7.00,28.0,10.0,38.0
10546,408013968893,2017-04-16,2017-04-16,,276069946877,partially_refunded,fulfilled,2017-04-16,63.03,7.00,52.0,0.0,52.0
10547,408307209725,2017-04-16,2017-04-25,,8893945951,paid,fulfilled,2017-04-16,25.4,7.00,18.4,25.0,43.4
10548,408313173501,2017-04-16,2017-04-17,,463675627005,paid,fulfilled,2017-04-16,35.0,7.00,28.0,10.0,38.0
10549,408342631933,2017-04-16,2017-04-17,,463717078525,paid,fulfilled,2017-04-16,26.0,7.00,19.0,0.0,19.0
10550,408468985341,2017-04-16,2017-04-17,,8718076511,partially_refunded,fulfilled,2017-04-16,40.0,7.00,33.0,15.0,48.0
10551,408518202877,2017-04-16,2017-04-19,,381517534717,paid,fulfilled,2017-04-16,53.0,15.00,38.0,0.0,38.0
10552,408541238781,2017-04-16,2017-04-17,,8695492191,paid,fulfilled,2017-04-16,32.0,7.00,25.0,0.0,25.0
10553,408559457789,2017-04-16,2017-04-20,,464025163261,refunded,fulfilled,2017-04-16,42.0,7.00,35.0,0.0,35.0
10554,408601499133,2017-04-16,2017-04-17,,464079132157,paid,fulfilled,2017-04-16,40.94,7.00,31.5,3.5,35.0
10555,408606610941,2017-04-16,2017-04-17,,239006160381,paid,fulfilled,2017-04-16,73.81,7.00,62.0,0.0,62.0
10556,408621258237,2017-04-16,2017-04-25,,8689010591,paid,fulfilled,2017-04-16,121.0,15.00,106.0,0.0,106.0
10557,408631186941,2017-04-16,2017-04-19,,8796946527,paid,fulfilled,2017-04-16,0.0,0.00,0.0,28.0,28.0
10558,408634365437,2017-04-16,2017-04-17,,459322234365,paid,fulfilled,2017-04-16,55.6,7.00,48.6,5.4,54.0
10559,772976252413,2017-11-12,,,280479208957,paid,,2017-11-12,0.0,0.00,0.0,0.0,0.0
10560,408771958269,2017-04-17,2017-04-17,,464282654205,paid,fulfilled,2017-04-17,32.2,7.00,25.2,2.8,28.0
10561,408778380797,2017-04-17,2017-04-19,,464289273341,refunded,fulfilled,2017-04-17,52.0,7.00,45.0,5.0,50.0
10562,408819865085,2017-04-17,2017-04-17,,416449959421,paid,fulfilled,2017-04-17,28.55,7.00,20.0,5.0,25.0
10563,408828188157,2017-04-17,2017-04-17,,464360510973,paid,fulfilled,2017-04-17,74.88,7.00,63.0,0.0,63.0
10564,408840508925,2017-04-17,2017-04-17,,464357889533,paid,fulfilled,2017-04-17,207.96,0.00,193.0,0.0,193.0
10565,408975087101,2017-04-17,2017-04-23,,268974364157,paid,fulfilled,2017-04-17,42.0,7.00,35.0,0.0,35.0
10566,409006937597,2017-04-17,2017-04-20,,464539358717,paid,fulfilled,2017-04-17,83.0,15.00,68.0,0.0,68.0
10567,409129162237,2017-04-17,2017-04-20,,464733443581,paid,fulfilled,2017-04-17,100.6,7.00,93.6,10.4,104.0
10568,409174808061,2017-04-17,2017-04-18,,464814085629,paid,fulfilled,2017-04-17,57.43,7.00,46.8,5.2,52.0
10569,409225795069,2017-04-17,2017-04-18,,8691761951,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10570,409243817469,2017-04-17,2017-04-20,,464911898109,paid,fulfilled,2017-04-17,29.5,7.00,22.5,2.5,25.0
10571,409247487485,2017-04-17,2017-04-18,,464922154493,paid,fulfilled,2017-04-17,29.5,7.00,22.5,2.5,25.0
10572,409252206077,2017-04-17,2017-04-20,,464916387325,paid,fulfilled,2017-04-17,88.0,7.00,81.0,0.0,81.0
10573,409256236541,2017-04-17,2017-04-18,,464935228925,paid,fulfilled,2017-04-17,32.0,7.00,25.0,0.0,25.0
10574,409285105149,2017-04-17,2017-04-18,,464976483837,paid,fulfilled,2017-04-17,31.24,7.00,22.5,2.5,25.0
10575,409267574269,2017-04-17,,2017-04-20,389130327549,refunded,,2017-04-17,42.0,7.00,35.0,0.0,35.0
10576,409271309821,2017-04-17,2017-04-18,,464955020797,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10577,409276716541,2017-04-17,2017-04-20,,229757818365,partially_refunded,fulfilled,2017-04-17,32.0,7.00,25.0,0.0,25.0
10578,409281271293,2017-04-17,2017-04-20,,464956167677,paid,fulfilled,2017-04-17,32.0,7.00,25.0,0.0,25.0
10579,409282057725,2017-04-17,2017-04-18,,426017822205,paid,fulfilled,2017-04-17,32.0,7.00,25.0,0.0,25.0
10580,409287988733,2017-04-17,2017-04-20,,464983332349,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10581,409291363837,2017-04-17,2017-04-20,,8690252191,paid,fulfilled,2017-04-17,59.0,15.00,44.0,0.0,44.0
10582,409292412413,2017-04-17,2017-04-18,,234941617661,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10583,409294968317,2017-04-17,2017-04-20,,464976647677,paid,fulfilled,2017-04-17,23.16,7.00,15.0,10.0,25.0
10584,409298605565,2017-04-17,2017-04-18,,464953742845,paid,fulfilled,2017-04-17,32.0,7.00,25.0,0.0,25.0
10585,409301554685,2017-04-17,2017-04-20,,464996242941,paid,fulfilled,2017-04-17,32.0,7.00,25.0,0.0,25.0
10586,409305716221,2017-04-17,2017-04-18,,465000142333,paid,fulfilled,2017-04-17,29.5,7.00,22.5,2.5,25.0
10587,409306764797,2017-04-17,2017-04-18,,465004959229,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10588,409308927485,2017-04-17,2017-04-20,,461288871421,paid,fulfilled,2017-04-17,40.0,15.00,25.0,0.0,25.0
10589,409329669629,2017-04-17,2017-04-18,,465035499005,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10590,409335862781,2017-04-17,2017-04-20,,465043691005,paid,fulfilled,2017-04-17,31.24,7.00,22.5,2.5,25.0
10591,409345857021,2017-04-17,2017-04-20,,229317285373,paid,fulfilled,2017-04-17,60.88,7.00,50.0,0.0,50.0
10592,409347790333,2017-04-17,2017-04-18,,464982251005,paid,fulfilled,2017-04-17,32.0,7.00,25.0,0.0,25.0
10593,409349232125,2017-04-17,2017-04-19,,465041921533,paid,fulfilled,2017-04-17,60.88,7.00,50.0,0.0,50.0
10594,409353819645,2017-04-17,2017-04-18,,465062204925,paid,fulfilled,2017-04-17,68.09,7.00,56.7,6.3,63.0
10595,409361618429,2017-04-17,2017-04-18,,465065219581,paid,fulfilled,2017-04-17,29.5,7.00,22.5,2.5,25.0
10596,409361913341,2017-04-17,2017-04-18,,465045755389,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10597,409363846653,2017-04-17,2017-04-18,,465004271101,partially_refunded,fulfilled,2017-04-17,68.2,7.00,61.2,6.8,68.0
10598,409371809277,2017-04-17,2017-04-20,,464978875901,refunded,fulfilled,2017-04-17,28.55,7.00,20.0,5.0,25.0
10599,409378199037,2017-04-17,2017-04-20,,237201102333,paid,fulfilled,2017-04-17,32.0,7.00,25.0,0.0,25.0
10600,409380722173,2017-04-17,,2017-04-30,442632181245,refunded,,2017-04-17,32.0,7.00,25.0,0.0,25.0
10601,409382950397,2017-04-17,2017-05-04,,465104344573,partially_refunded,fulfilled,2017-04-17,32.0,7.00,25.0,0.0,25.0
10602,409384424957,2017-04-17,,,465096578557,partially_refunded,fulfilled,2017-04-17,23.16,7.00,15.0,10.0,25.0
10603,409388652029,2017-04-17,,2017-05-11,465106703869,refunded,,2017-04-17,32.0,7.00,25.0,0.0,25.0
10604,409388815869,2017-04-17,2017-05-03,,465113978365,paid,fulfilled,2017-04-17,47.95,7.00,38.0,0.0,38.0
10605,409392846333,2017-04-17,,2017-05-11,465121875453,refunded,,2017-04-17,33.94,7.00,25.0,0.0,25.0
10606,409393108477,2017-04-17,,,465119450621,partially_refunded,fulfilled,2017-04-17,32.0,7.00,25.0,0.0,25.0
10607,409398089213,2017-04-17,,2017-05-11,465123874301,refunded,,2017-04-17,31.24,7.00,22.5,2.5,25.0
10608,409399858685,2017-04-17,2017-04-18,,465123775997,paid,fulfilled,2017-04-17,52.0,7.00,45.0,5.0,50.0
10609,409400350205,2017-04-17,2017-04-20,,465134032381,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10610,409406805501,2017-04-17,2017-04-25,,465142617597,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10611,409411065341,2017-04-17,2017-04-18,,465147729405,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10612,409411589629,2017-04-17,2017-04-18,,465146844669,paid,fulfilled,2017-04-17,29.5,7.00,22.5,2.5,25.0
10613,409412146685,2017-04-17,2017-04-18,,465149236733,paid,fulfilled,2017-04-17,101.0,0.00,101.0,0.0,101.0
10614,409412343293,2017-04-17,2017-04-20,,465149072893,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10615,409414571517,2017-04-17,2017-04-18,,465150875133,paid,fulfilled,2017-04-17,57.0,7.00,50.0,0.0,50.0
10616,409417684477,2017-04-17,2017-04-18,,465157068285,paid,fulfilled,2017-04-17,57.0,7.00,50.0,0.0,50.0
10617,409427809789,2017-04-17,2017-04-18,,465170896381,paid,fulfilled,2017-04-17,32.0,7.00,25.0,0.0,25.0
10618,409430758909,2017-04-17,2017-04-25,,8693581919,paid,fulfilled,2017-04-17,54.41,7.00,44.0,0.0,44.0
10619,409432331773,2017-04-17,2017-04-18,,465158215165,paid,fulfilled,2017-04-17,29.5,7.00,22.5,2.5,25.0
10620,409434822141,2017-04-17,2017-04-18,,465177777661,partially_refunded,fulfilled,2017-04-17,114.0,0.00,114.0,0.0,114.0
10621,409435248125,2017-04-17,2017-04-18,,465181316605,paid,fulfilled,2017-04-17,60.88,7.00,50.0,0.0,50.0
10622,409435510269,2017-04-17,2017-04-18,,431950927357,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10623,409437115901,2017-04-17,2017-04-18,,465182299645,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10624,409439704573,2017-04-17,2017-04-18,,433294808573,paid,fulfilled,2017-04-17,108.6,0.00,108.6,0.0,108.6
10625,409443702269,2017-04-17,2017-04-18,,465197340157,paid,fulfilled,2017-04-17,32.0,7.00,25.0,0.0,25.0
10626,409445012989,2017-04-17,2017-04-18,,8718805343,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10627,409450747389,2017-04-17,2017-04-25,,8814889567,paid,fulfilled,2017-04-17,67.0,15.00,52.0,0.0,52.0
10628,409452549629,2017-04-17,2017-04-18,,465206646269,paid,fulfilled,2017-04-17,29.5,7.00,22.5,2.5,25.0
10629,409457071613,2017-04-17,2017-04-25,,465212708349,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10630,409458021885,2017-04-17,2017-04-18,,465212511741,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10631,409459168765,2017-04-17,2017-04-18,,465177646589,paid,fulfilled,2017-04-17,24.1,7.00,17.1,1.9,19.0
10632,409459496445,2017-04-17,2017-04-18,,465215395325,paid,fulfilled,2017-04-17,31.24,7.00,22.5,2.5,25.0
10633,409460971005,2017-04-17,2017-04-24,,465177122301,paid,fulfilled,2017-04-17,29.5,7.00,22.5,2.5,25.0
10634,409461396989,2017-04-17,2017-04-25,,465208776189,paid,fulfilled,2017-04-17,97.0,7.00,90.0,10.0,100.0
10635,409461855741,2017-04-17,2017-04-18,,465218409981,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10636,409465132541,2017-04-17,2017-04-18,,458747549181,partially_refunded,fulfilled,2017-04-17,135.77,0.00,126.0,0.0,126.0
10637,409466246653,2017-04-17,2017-04-18,,465223390717,paid,fulfilled,2017-04-17,52.0,7.00,45.0,5.0,50.0
10638,409466738173,2017-04-17,2017-04-18,,465220834813,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10639,409469425149,2017-04-17,2017-04-18,,465225455101,paid,fulfilled,2017-04-17,29.5,7.00,22.5,2.5,25.0
10640,409473783293,2017-04-17,2017-04-18,,465209038333,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10641,409476273661,2017-04-17,2017-04-18,,465241150973,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10642,409476765181,2017-04-17,2017-04-18,,465242330621,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10643,409495999997,2017-04-17,2017-04-18,,465261368829,paid,fulfilled,2017-04-17,46.52,7.00,38.0,0.0,38.0
10644,409504552445,2017-04-17,,2017-05-11,465275065853,refunded,,2017-04-17,33.94,7.00,25.0,0.0,25.0
10645,409527031293,2017-04-17,,,8771686367,partially_refunded,fulfilled,2017-04-17,15.0,7.00,8.0,50.0,58.0
10646,409532667389,2017-04-17,2017-04-24,,465303180797,paid,fulfilled,2017-04-17,32.0,7.00,25.0,0.0,25.0
10647,409560716797,2017-04-17,2017-04-25,,465315010045,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10648,409612031485,2017-04-17,2017-04-18,,465378940413,paid,fulfilled,2017-04-17,32.0,7.00,25.0,0.0,25.0
10649,409619469821,2017-04-17,2017-04-25,,465393423869,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10650,409622877693,2017-04-17,2017-04-18,,465378022909,paid,fulfilled,2017-04-17,98.0,7.00,91.0,0.0,91.0
10651,409639589373,2017-04-17,2017-04-18,,465407448573,paid,fulfilled,2017-04-17,90.61,7.00,83.61,9.29,92.9
10652,409640605181,2017-04-17,2017-04-18,,465412953597,paid,fulfilled,2017-04-17,31.24,7.00,22.5,2.5,25.0
10653,409644471805,2017-04-17,2017-04-24,,465415247357,paid,fulfilled,2017-04-17,32.0,7.00,25.0,0.0,25.0
10654,409675470333,2017-04-17,2017-04-25,,465440970237,paid,fulfilled,2017-04-17,52.0,7.00,45.0,5.0,50.0
10655,409694180861,2017-04-17,2017-04-18,,465429435901,paid,fulfilled,2017-04-17,31.24,7.00,22.5,2.5,25.0
10656,409730553341,2017-04-17,2017-04-18,,465487762941,paid,fulfilled,2017-04-17,23.16,7.00,15.0,10.0,25.0
10657,409733797373,2017-04-17,2017-04-18,,465514829309,paid,fulfilled,2017-04-17,33.94,7.00,25.0,0.0,25.0
10658,409742939645,2017-04-17,2017-04-24,,465524790781,paid,fulfilled,2017-04-17,32.0,7.00,25.0,0.0,25.0
10659,409754539517,2017-04-18,2017-04-24,,438723122685,paid,fulfilled,2017-04-18,32.0,7.00,25.0,0.0,25.0
10660,409778886141,2017-04-18,2017-04-18,,465562277373,paid,fulfilled,2017-04-18,58.3,7.00,51.3,5.7,57.0
10661,409801332221,2017-04-18,2017-04-18,,465594717693,paid,fulfilled,2017-04-18,29.5,7.00,22.5,2.5,25.0
10662,409802774013,2017-04-18,2017-04-18,,465598191101,paid,fulfilled,2017-04-18,33.94,7.00,25.0,0.0,25.0
10663,409804707325,2017-04-18,2017-04-24,,465599698429,paid,fulfilled,2017-04-18,29.5,7.00,22.5,2.5,25.0
10664,409807689213,2017-04-18,2017-04-24,,465599600125,paid,fulfilled,2017-04-18,31.24,7.00,22.5,2.5,25.0
10665,409820403197,2017-04-18,2017-04-20,,465696232957,paid,fulfilled,2017-04-18,60.0,15.00,45.0,5.0,50.0
10666,409822434813,2017-04-18,2017-04-20,,8787355167,paid,fulfilled,2017-04-18,32.0,7.00,25.0,0.0,25.0
10667,409825547773,2017-04-18,2017-04-18,,465701344765,paid,fulfilled,2017-04-18,29.5,7.00,22.5,2.5,25.0
10668,409830102525,2017-04-18,2017-04-24,,465742960125,paid,fulfilled,2017-04-18,33.94,7.00,25.0,0.0,25.0
10669,409889314301,2017-04-18,2017-04-24,,466017457661,paid,fulfilled,2017-04-18,28.55,7.00,20.0,5.0,25.0
10670,409837671933,2017-04-18,2017-04-18,,465809970685,paid,fulfilled,2017-04-18,62.3,7.00,55.3,0.0,55.3
10671,409837934077,2017-04-18,2017-04-25,,8690644767,paid,fulfilled,2017-04-18,33.94,7.00,25.0,0.0,25.0
10672,409844094461,2017-04-18,2017-04-24,,465841657341,paid,fulfilled,2017-04-18,33.94,7.00,25.0,0.0,25.0
10673,409848387069,2017-04-18,2017-04-18,,465908635133,paid,fulfilled,2017-04-18,71.65,7.00,60.0,0.0,60.0
